w-2	w-1	w	log2prob	suprisal	entropy	word_lp
tekent	zit	onder	-9.25744	9.25744	6.40437	612.024
zit	onder	de	-1.48543	1.48543	3.24677	2.8
onder	de	verf	-13.0884	13.0884	9.36465	8709.5
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	kokkin	-21.5118	21.5118	12.4321	2.99E+06
De	kokkin	die	-4.58496	4.58496	3.76789	24
kokkin	die	pap	-17.6621	17.6621	0	207404
die	pap	voor	-7.05463	7.05463	0	132.94
pap	voor	dakloze	-18.7569	18.7569	0	442974
voor	dakloze	burgers	-13.6501	13.6501	2.32193	12855.9
dakloze	burgers	kookt	-18.7217	18.7217	6.70903	432300
burgers	kookt	heeft	-8.20096	8.20096	4.39776	294.262
kookt	heeft	geen	-6.48105	6.48105	8.33438	89.3286
heeft	geen	zin	-3.18587	3.18587	7.76593	9.1
geen	zin	meer	-2.98351	2.98351	4.00831	7.90909
_	_	Nora	-14.9418	14.9418	8.87044	31471.4
_	Nora	die	-7.08274	7.08274	1.96754	135.556
Nora	die	warme	-14.692	14.692	9.98323	26469.4
die	warme	dekens	-18.0855	18.0855	3.82193	278147
warme	dekens	voor	-7.05463	7.05463	1.58496	132.94
dekens	voor	arme	-14.1352	14.1352	7.96762	17993.3
voor	arme	mensen	-2.32193	2.32193	3.40152	5
arme	mensen	weeft	-21.2387	21.2387	5.73424	2.47E+06
mensen	weeft	is	-6.31192	6.31192	4.00436	79.4472
weeft	is	gelukkig	-11.5512	11.5512	7.96317	3000.85
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	gewelddadige	-16.0698	16.0698	12.4321	68783.2
De	gewelddadige	schutter	-19.0855	19.0855	2.75	556294
gewelddadige	schutter	die	-6.01123	6.01123	5.26978	64.5
schutter	die	jullie	-12.1825	12.1825	1	4648.39
die	jullie	directeur	-13.8643	13.8643	6.96648	14913.1
jullie	directeur	doodde	-18.1719	18.1719	5.61121	295316
directeur	doodde	is	-6.31192	6.31192	3.30219	79.4472
doodde	is	al	-7.58817	7.58817	7.96317	192.428
is	al	eerder	-6.04686	6.04686	7.22897	66.1127
al	eerder	veroordeeld	-8.95492	8.95492	7.55638	496.25
eerder	veroordeeld	geweest	-11.4186	11.4186	0.684138	2737.44
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	ruiter	-15.5843	15.5843	12.4321	49130.9
De	ruiter	die	-7.08274	7.08274	2.5	135.556
ruiter	die	zijn	-6.94949	6.94949	1.58496	123.596
die	zijn	geliefde	-10.341	10.341	9.48068	1297
zijn	geliefde	paarden	-15.252	15.252	6.14075	39022.2
geliefde	paarden	streelde	-21.5118	21.5118	6.18319	2.99E+06
paarden	streelde	was	-8.47549	8.47549	3.88684	355.94
streelde	was	de	-4.17671	4.17671	7.71877	18.0849
was	de	winnaar	-10.6371	10.6371	10.3194	1592.57
de	winnaar	geworden	-6.03892	6.03892	3.65751	65.75
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	raadsman	-13.6368	13.6368	12.4321	12737.6
De	raadsman	die	-7.08274	7.08274	2.97074	135.556
raadsman	die	de	-4.42801	4.42801	9.98323	21.526
die	de	wrede	-18.1779	18.1779	11.2996	296537
de	wrede	delinquent	-21.3418	21.3418	5.31924	2.66E+06
wrede	delinquent	bijstond	-22.5118	22.5118	3.73601	5.98E+06
delinquent	bijstond	was	-3.58496	3.58496	2.52206	12
bijstond	was	op	-6.68674	6.68674	0	103.017
was	op	de	-2.51015	2.51015	5.81013	5.69679
op	de	radio	-8.52226	8.52226	11.4403	367.668
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	opgesloten	-16.6768	16.6768	12.4321	104762
De	opgesloten	peuters	-18.7304	18.7304	0	434920
opgesloten	peuters	die	-4.78136	4.78136	5.14714	27.5
peuters	die	de	-4.48102	4.48102	2.25163	22.3316
die	de	ouders	-10.4985	10.4985	11.2996	1446.65
de	ouders	alarmeren	-21.3963	21.3963	6.17474	2.76E+06
ouders	alarmeren	zijn	-6.94949	6.94949	2.9322	123.596
alarmeren	zijn	in	-6.01582	6.01582	9.84065	64.7057
zijn	in	paniek	-13.1314	13.1314	6.15599	8973
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	ouders	-10.4087	10.4087	12.4321	1359.35
De	ouders	die	-7.33985	7.33985	3.65062	162
ouders	die	de	-4.35755	4.35755	6.31752	20.5
die	de	angstige	-14.586	14.586	11.2996	24593
de	angstige	dochters	-16.2202	16.2202	3.82193	76342.4
angstige	dochters	bevrijden	-16.5061	16.5061	5.83911	93076.4
dochters	bevrijden	gingen	-13.2263	13.2263	3.22673	9583.58
bevrijden	gingen	opgelucht	-17.1338	17.1338	6.92722	143811
gingen	opgelucht	naar	-8.9629	8.9629	4.40083	499
opgelucht	naar	huis	-11.6605	11.6605	0	3237.18
_	_	Joost	-15.0053	15.0053	8.87044	32889
_	Joost	grijpt	-16.8995	16.8995	5.94123	122252
Joost	grijpt	de	-2.94929	2.94929	5.42241	7.72368
grijpt	de	stoere	-17.1367	17.1367	4.13826	144100
de	stoere	kidnapper	-19.7569	19.7569	3.73592	885949
stoere	kidnapper	die	-7.08274	7.08274	0.191718	135.556
kidnapper	die	de	-4.42801	4.42801	9.98323	21.526
die	de	bange	-18.5118	18.5118	11.2996	373760
de	bange	directrice	-19.621	19.621	3.80776	806313
bange	directrice	ontglipt	-21.7044	21.7044	3.99839	3.42E+06
directrice	ontglipt	in	-5.85295	5.85295	2.93854	57.798
ontglipt	in	zijn	-5.87075	5.87075	7.60237	58.5157
in	zijn	kraag	-11.5656	11.5656	9.60333	3031.14
_	_	Zijn	-8.44122	8.44122	8.87044	347.584
_	Zijn	bazin	-21.0093	21.0093	9.54263	2.11E+06
Zijn	bazin	die	-4.08746	4.08746	3.93689	17
bazin	die	bang	-13.6639	13.6639	1	12979.2
die	bang	is	-1.61891	1.61891	2.40476	3.07143
bang	is	voor	-2.47573	2.47573	3.15553	5.5625
is	voor	de	-2.14782	2.14782	6.19831	4.43158
voor	de	starre	-19.5118	19.5118	11.869	747519
de	starre	diplomaat	-19.6373	19.6373	3.64145	815476
starre	diplomaat	rent	-17.625	17.625	5.22139	202146
diplomaat	rent	de	-5.66432	5.66432	5.62444	50.7143
rent	de	deur	-13.3857	13.3857	2.80735	10702.7
de	deur	uit	-3.40336	3.40336	5.91901	10.5806
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	opzichter	-18.3917	18.3917	12.4321	343916
De	opzichter	die	-7.08274	7.08274	0	135.556
opzichter	die	de	-1	1	1	2
die	de	nuchtere	-17.8535	17.8535	11.2996	236838
de	nuchtere	boswachter	-19.2141	19.2141	5.02347	608151
nuchtere	boswachter	uitbuit	-22.0967	22.0967	4.12853	4.49E+06
boswachter	uitbuit	is	-6.31192	6.31192	2.375	79.4472
uitbuit	is	een	-3.77438	3.77438	7.96317	13.6836
is	een	onaardige	-20.8488	20.8488	11.4039	1.89E+06
een	onaardige	man	-10.9595	10.9595	2	1991.34
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	werknemer	-11.4728	11.4728	12.4321	2842.28
De	werknemer	die	-4.18982	4.18982	4.87616	18.25
werknemer	die	de	-4.62936	4.62936	5.40159	24.75
die	de	strenge	-14.586	14.586	11.2996	24593
de	strenge	directeur	-13.8643	13.8643	4.92769	14913.1
strenge	directeur	gehoorzaamt	-20.2894	20.2894	5.61121	1.28E+06
directeur	gehoorzaamt	is	-6.31192	6.31192	3.50493	79.4472
gehoorzaamt	is	bang	-12.0366	12.0366	7.96317	4201.2
is	bang	zijn	-6.74819	6.74819	1.9993	107.5
bang	zijn	baan	-8.45121	8.45121	3.6709	350
zijn	baan	kwijt	-4.73877	4.73877	4.30369	26.7
baan	kwijt	te	-3.39232	3.39232	3.9152	10.5
kwijt	te	raken	-0.749263	0.749263	1.76433	1.68093
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	fans	-12.6103	12.6103	12.4321	6253.02
De	fans	die	-4.93074	4.93074	4.65944	30.5
fans	die	de	-3.41504	3.41504	4.20776	10.6667
die	de	gespannen	-16.5061	16.5061	11.2996	93076.4
de	gespannen	bowlers	-24.0967	24.0967	2.43115	1.79E+07
gespannen	bowlers	aanmoedigen	-18.5969	18.5969	1.5	396474
bowlers	aanmoedigen	willen	-10.8937	10.8937	4.12122	1902.54
aanmoedigen	willen	dat	-5.07759	5.07759	8.45663	33.7681
willen	dat	hun	-5.60185	5.60185	5.28059	48.5652
dat	hun	sporthelden	-22.9268	22.9268	8.91375	7.97E+06
hun	sporthelden	winnen	-14.2038	14.2038	2.9477	18869.8
_	_	Ik	-4.93145	4.93145	8.87044	30.5151
_	Ik	sprak	-10.2833	10.2833	6.50583	1246.22
Ik	sprak	gisteren	-5.1964	5.1964	4.95461	36.6667
sprak	gisteren	nog	-2.80735	2.80735	2.52164	7
gisteren	nog	met	-7.00146	7.00146	5.09976	128.129
nog	met	Hans	-13.9081	13.9081	6.30974	15373.2
met	Hans	die	-6.59991	6.59991	4.83393	97
Hans	die	de	-4.48102	4.48102	2.58496	22.3316
die	de	scheve	-18.6455	18.6455	11.2996	410068
de	scheve	torens	-17.5383	17.5383	4.18179	190350
scheve	torens	ontworpen	-15.482	15.482	5.54039	45766.5
torens	ontworpen	heeft	-7.15528	7.15528	5.0515	142.545
_	_	Toen	-8.26786	8.26786	8.87044	308.23
_	Toen	de	-3.11402	3.11402	6.42661	8.65789
Toen	de	zwerver	-18.9674	18.9674	8.70512	512585
de	zwerver	die	-3.45943	3.45943	4.0958	11
zwerver	die	de	-4.48102	4.48102	3.6645	22.3316
die	de	hulpverlener	-13.001	13.001	11.2996	8197.67
de	hulpverlener	hielp	-16.6894	16.6894	5.22579	105688
hulpverlener	hielp	de	-4.3198	4.3198	5.82244	19.9706
hielp	de	bereden	-19.8299	19.8299	4.96982	931972
de	bereden	politie	-0.263034	0.263034	0.816689	1.2
bereden	politie	zag	-12.6823	12.6823	2.75343	6572.8
politie	zag	rende	-17.2575	17.2575	2.52164	156685
zag	rende	hij	0	0	0	1
rende	hij	weg	-2.5025	2.5025	2.65179	5.66667
_	_	Toen	-8.26786	8.26786	8.87044	308.23
_	Toen	de	-3.11402	3.11402	6.42661	8.65789
Toen	de	heilsoldaat	-19.7392	19.7392	8.70512	875145
de	heilsoldaat	die	-7.08274	7.08274	1.98213	135.556
heilsoldaat	die	de	-4.42801	4.42801	9.98323	21.526
die	de	zieke	-12.264	12.264	11.2996	4918.6
de	zieke	dakloze	-18.7569	18.7569	6.43266	442974
zieke	dakloze	huisvestte	-23.7748	23.7748	4.09143	1.44E+07
dakloze	huisvestte	de	-4.48102	4.48102	1.92193	22.3316
huisvestte	de	kamer	-10.6363	10.6363	13.2606	1591.6
de	kamer	binnenkwam	-8.97943	8.97943	6.15499	504.75
kamer	binnenkwam	schrok	-17.0066	17.0066	1.9183	131673
binnenkwam	schrok	hij	-5.63068	5.63068	4.81858	49.5455
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	grootvader	-15.0698	15.0698	12.4321	34391.6
De	grootvader	die	-7.08274	7.08274	2.04945	135.556
grootvader	die	de	-4.48102	4.48102	3.16993	22.3316
die	de	slinkse	-18.8021	18.8021	11.2996	457082
de	slinkse	deugniet	-20.7748	20.7748	3.12193	1.79E+06
slinkse	deugniet	doorhad	-20.166	20.166	2.61784	1.18E+06
deugniet	doorhad	voelde	-14.4124	14.4124	2.02252	21805.5
doorhad	voelde	zich	-3.15683	3.15683	5.24684	8.9187
voelde	zich	bedrogen	-17.0743	17.0743	6.56763	138004
_	_	Ik	-4.93145	4.93145	8.87044	30.5151
_	Ik	schrok	-10.9614	10.9614	6.50583	1993.95
Ik	schrok	toen	-5.52356	5.52356	4.03232	46
schrok	toen	de	-4.48102	4.48102	0.985228	22.3316
toen	de	goedkope	-15.844	15.844	9.27151	58821.2
de	goedkope	beunhaas	-22.7748	22.7748	3.47896	7.18E+06
goedkope	beunhaas	die	-2.32193	2.32193	2.64644	5
beunhaas	die	het	-5.47942	5.47942	1	44.6138
die	het	achterste	-17.2171	17.2171	10.0295	152361
het	achterste	bordes	-20.0743	20.0743	3.16216	1.10E+06
achterste	bordes	repareerde	-22.9268	22.9268	4.53901	7.97E+06
bordes	repareerde	lachte	-17.2797	17.2797	2.72548	159117
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	judoka	-19.9268	19.9268	12.4321	996693
De	judoka	die	-6.16993	6.16993	3.74861	72
judoka	die	de	-4.48102	4.48102	0	22.3316
die	de	dwaze	-18.7658	18.7658	11.2996	445726
de	dwaze	belager	-20.0967	20.0967	3.9523	1.12E+06
dwaze	belager	vloerde	-23.0967	23.0967	4.6809	8.97E+06
belager	vloerde	was	-8.47549	8.47549	2.40564	355.94
vloerde	was	niet	-5.98504	5.98504	7.71877	63.3396
was	niet	te	-4.97796	4.97796	7.07105	31.5149
niet	te	houden	-9.12067	9.12067	8.22315	556.667
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	bedrieger	-19.5118	19.5118	12.4321	747519
De	bedrieger	die	-7.08274	7.08274	1	135.556
bedrieger	die	de	-4.48102	4.48102	1	22.3316
die	de	simpele	-15.5307	15.5307	11.2996	47336.3
de	simpele	taxateur	-20.4529	20.4529	5.66372	1.44E+06
simpele	taxateur	misleidde	-22.1898	22.1898	5.09366	4.78E+06
taxateur	misleidde	voelde	-14.4124	14.4124	3.64022	21805.5
misleidde	voelde	zich	-3.15683	3.15683	5.24684	8.9187
voelde	zich	schuldig	-6.94251	6.94251	6.56763	123
_	_	Mijn	-8.49924	8.49924	8.87044	361.847
_	Mijn	tante	-9.13071	9.13071	9.0455	560.556
Mijn	tante	Agaat	-22.7748	22.7748	3.78714	7.18E+06
tante	Agaat	die	-7.08274	7.08274	0	135.556
Agaat	die	de	-4.42801	4.42801	9.98323	21.526
die	de	wedstrijd	-10.1265	10.1265	11.2996	1117.86
de	wedstrijd	won	-15.1853	15.1853	7.04603	37259.5
wedstrijd	won	had	-9.86669	9.86669	1.5	933.621
won	had	gladde	-17.6089	17.6089	0	199894
had	gladde	pieren	-20.3688	20.3688	7.14644	1.35E+06
gladde	pieren	gebruikt	-11.8855	11.8855	4.17436	3783.51
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	naaktlopers	-25.0967	25.0967	12.4321	3.59E+07
De	naaktlopers	die	-7.08274	7.08274	0	135.556
naaktlopers	die	de	-4.42801	4.42801	9.98323	21.526
die	de	mensen	-7.7156	7.7156	11.2996	210.197
de	mensen	in	-3.81232	3.81232	6.31853	14.0483
mensen	in	het	-3.49573	3.49573	6.163	11.2802
in	het	Haagse	-10.1837	10.1837	10.3569	1163.02
het	Haagse	bordeel	-18.4968	18.4968	5.24026	369907
Haagse	bordeel	vermaken	-17.4931	17.4931	4.56617	184478
bordeel	vermaken	hebben	-8.65474	8.65474	3.85745	403.03
vermaken	hebben	het	-5.90035	5.90035	7.80664	59.7286
hebben	het	koud	-10.5416	10.5416	8.16345	1490.5
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	ontwerper	-14.0698	14.0698	12.4321	17195.8
De	ontwerper	die	-7.08274	7.08274	3.84535	135.556
ontwerper	die	de	-4.48102	4.48102	2.9477	22.3316
die	de	koningin	-12.001	12.001	11.2996	4098.83
de	koningin	kleding	-14.72	14.72	5.43652	26988.3
koningin	kleding	verkoopt	-9.79171	9.79171	5.79705	886.333
kleding	verkoopt	is	-6.31192	6.31192	1.58496	79.4472
verkoopt	is	erg	-11.3067	11.3067	2.9477	2533.16
is	erg	creatief	-16.5402	16.5402	7.31402	95301.3
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	etaleur	-24.0967	24.0967	12.4321	1.79E+07
De	etaleur	nam	-13.5619	13.5619	1.5	12093.3
etaleur	nam	de	-2.96874	2.96874	6.5154	7.8285
nam	de	plastic	-15.5624	15.5624	7.99946	48389.7
de	plastic	paspop	-22.9268	22.9268	5.35402	7.97E+06
plastic	paspop	die	-7.08274	7.08274	2.41938	135.556
paspop	die	in	-4.65545	4.65545	9.98323	25.2018
die	in	de	-2.05752	2.05752	6.67297	4.1627
in	de	gang	-10.3434	10.3434	11.3754	1299.22
de	gang	stond	-10.0362	10.0362	4.59773	1050
gang	stond	mee	-10.5918	10.5918	1	1543.3
_	_	Mijn	-8.49924	8.49924	8.87044	361.847
_	Mijn	zuster	-10.3006	10.3006	9.0455	1261.25
Mijn	zuster	Fransien	-24.0967	24.0967	3	1.79E+07
zuster	Fransien	die	-7.08274	7.08274	1.5	135.556
Fransien	die	de	-4.42801	4.42801	9.98323	21.526
die	de	duurste	-17.4067	17.4067	11.2996	173758
de	duurste	trompet	-19.5732	19.5732	6.14163	780020
duurste	trompet	uitkiest	-19.482	19.482	4.20753	732264
trompet	uitkiest	heeft	-8.20096	8.20096	1.51082	294.262
uitkiest	heeft	geld	-12.9888	12.9888	8.33438	8128.9
heeft	geld	genoeg	-4.90689	4.90689	3.69334	30
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	kapper	-14.9323	14.9323	12.4321	31265.1
De	kapper	die	-7.08274	7.08274	3.25163	135.556
kapper	die	de	-4.48102	4.48102	2.25163	22.3316
die	de	drukke	-14.586	14.586	11.2996	24593
de	drukke	teamleider	-19.4243	19.4243	6.25224	703548
drukke	teamleider	bijknipt	-26.0967	26.0967	5.35525	7.18E+07
teamleider	bijknipt	heeft	-8.20096	8.20096	10.9297	294.262
bijknipt	heeft	veel	-8.16611	8.16611	8.33438	287.24
heeft	veel	ervaring	-5.3373	5.3373	6.98543	40.4286
_	_	Joke	-15.869	15.869	8.87044	59847.2
_	Joke	die	-7.08274	7.08274	5.14591	135.556
Joke	die	de	-4.48102	4.48102	1.58496	22.3316
die	de	Spaanse	-11.586	11.586	11.2996	3074.13
de	Spaanse	tamboerijn	-22.7748	22.7748	7.27223	7.18E+06
Spaanse	tamboerijn	speelt	-13.236	13.236	2.64644	9648.01
tamboerijn	speelt	staat	-12.8607	12.8607	6.33617	7438
speelt	staat	het	-5.47942	5.47942	0	44.6138
staat	het	liefst	-10.8849	10.8849	8.20044	1891
het	liefst	vooraan	-17.5231	17.5231	6.76013	188351
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	behulpzame	-20.4529	20.4529	12.4321	1.44E+06
De	behulpzame	serveerster	-19.3552	19.3552	5.11856	670672
behulpzame	serveerster	die	-4.41954	4.41954	4.71725	21.4
serveerster	die	de	-4.48102	4.48102	2.32193	22.3316
die	de	eenvoudige	-14.586	14.586	11.2996	24593
de	eenvoudige	boerin	-18.7748	18.7748	5.67005	448512
eenvoudige	boerin	hielp	-16.6894	16.6894	0	105688
boerin	hielp	hield	-13.8961	13.8961	5.82244	15245.8
hielp	hield	netjes	-14.9655	14.9655	6.20299	31993.7
hield	netjes	de	-6.08682	6.08682	7.17017	67.9697
netjes	de	deur	-5.04439	5.04439	4.98379	33
de	deur	open	-4.17169	4.17169	5.91901	18.022
_	_	In	-4.98742	4.98742	8.87044	31.7221
_	In	de	-2.00543	2.00543	6.55206	4.01507
In	de	winkel	-9.01068	9.01068	10.0324	515.803
de	winkel	die	-7.36048	7.36048	6.09932	164.333
winkel	die	ik	-7.71784	7.71784	4.77356	210.523
die	ik	zag	-8.30321	8.30321	7.74613	315.875
ik	zag	werden	-11.2325	11.2325	5.86713	2406.18
zag	werden	hippe	-18.5118	18.5118	0	373760
werden	hippe	brillen	-19.8113	19.8113	7.16664	920024
hippe	brillen	verkocht	-14.1538	14.1538	4.66853	18227.6
_	_	Het	-4.06265	4.06265	8.87044	16.7101
_	Het	behoorlijk	-13.8943	13.8943	9.08363	15226.4
Het	behoorlijk	stugge	-19.947	19.947	8.85576	1.01E+06
behoorlijk	stugge	diafragma	-19.8679	19.8679	4.72066	956825
stugge	diafragma	dat	-6.22882	6.22882	4.68064	75
diafragma	dat	buikholte	-20.4243	20.4243	0	1.41E+06
dat	buikholte	en	-4.67243	4.67243	4.44162	25.5
buikholte	en	borstholte	-22.5118	22.5118	0	5.98E+06
en	borstholte	scheidt	-18.3688	18.3688	0	338499
borstholte	scheidt	is	-7.72792	7.72792	4.49669	212
scheidt	is	erg	-11.3067	11.3067	0	2533.16
is	erg	belangrijk	-3.913	3.913	7.31402	15.0636
_	_	Ik	-4.93145	4.93145	8.87044	30.5151
_	Ik	neem	-7.27398	7.27398	6.50583	154.77
Ik	neem	de	-4.50739	4.50739	4.14148	22.7436
neem	de	boer	-15.5614	15.5614	6.65291	48357.1
de	boer	die	-4.90689	4.90689	5.7791	30
boer	die	het	-3.60486	3.60486	5.366	12.1667
die	het	kleine	-12.8365	12.8365	10.0295	7314.5
het	kleine	biggetje	-9.55075	9.55075	7.7632	750
kleine	biggetje	voert	-14.8571	14.8571	0	29678.2
biggetje	voert	niet	-7.65464	7.65464	6.42051	201.5
voert	niet	serieus	-14.176	14.176	3.58496	18509.6
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	puber	-17.3917	17.3917	12.4321	171958
De	puber	die	-7.08274	7.08274	1	135.556
puber	die	de	-4.48102	4.48102	3.58496	22.3316
die	de	kwade	-13.586	13.586	11.2996	12296.5
de	kwade	bazin	-21.0093	21.0093	5.227	2.11E+06
kwade	bazin	haatte	-19.9069	19.9069	3.93689	983039
bazin	haatte	was	-8.47549	8.47549	4.14856	355.94
haatte	was	ten	-10.853	10.853	7.71877	1849.63
was	ten	einde	-3.96083	3.96083	3.14975	15.5714
ten	einde	raad	-3.44931	3.44931	5.35498	10.9231
_	_	Richard	-13.8631	13.8631	8.87044	14900.7
_	Richard	die	-7.08274	7.08274	5.93545	135.556
Richard	die	de	-4.48102	4.48102	2.80735	22.3316
die	de	oudere	-12.586	12.586	11.2996	6148.25
de	oudere	dieren	-8.0634	8.0634	7.21055	267.5
oudere	dieren	verzorgde	-17.3997	17.3997	2.80735	172920
dieren	verzorgde	ging	-11.598	11.598	6.48902	3099.86
verzorgde	ging	geld	-11.6027	11.6027	7.24874	3109.94
ging	geld	voor	-4.53972	4.53972	7.29921	23.2591
geld	voor	hen	-9.9542	9.9542	6.40591	992
voor	hen	verzamelen	-15.4208	15.4208	6.81168	43864.2
_	_	Vorige	-11.6925	11.6925	8.87044	3309.77
_	Vorige	week	-0.362383	0.362383	1.23273	1.28555
Vorige	week	kreeg	-7.14466	7.14466	5.88453	141.5
week	kreeg	de	-3.70044	3.70044	2.69637	13
kreeg	de	zielige	-18.1137	18.1137	7.37831	283644
de	zielige	bangerik	-24.0967	24.0967	4.05881	1.79E+07
zielige	bangerik	die	-7.08274	7.08274	2	135.556
bangerik	die	de	-4.42801	4.42801	9.98323	21.526
die	de	tandarts	-12.586	12.586	11.2996	6148.25
de	tandarts	inschakelde	-22.9268	22.9268	5.40963	7.97E+06
tandarts	inschakelde	heftige	-16.7001	16.7001	2.50326	106472
inschakelde	heftige	pijn	-7.07468	7.07468	7.66916	134.8
_	_	Afgelopen	-11.3069	11.3069	8.87044	2533.43
_	Afgelopen	maand	-6.90789	6.90789	4.58527	120.083
Afgelopen	maand	kreeg	-12.2696	12.2696	3.70282	4937.52
maand	kreeg	de	-1	1	1.5	2
kreeg	de	gewonde	-17.7304	17.7304	7.37831	217460
de	gewonde	die	-7.08274	7.08274	4.00838	135.556
gewonde	die	een	-5.5643	5.5643	9.98323	47.3176
die	een	bekende	-11.8647	11.8647	10.5672	3729.33
een	bekende	paragnost	-20.9268	20.9268	6.87779	1.99E+06
bekende	paragnost	inschakelde	-22.9268	22.9268	4.21813	7.97E+06
paragnost	inschakelde	vele	-12.0402	12.0402	2.50326	4211.87
inschakelde	vele	complicaties	-12.4715	12.4715	9.80776	5679.33
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	buurman	-12.9994	12.9994	12.4321	8188.48
De	buurman	van	-3.26303	3.26303	4.79591	9.6
buurman	van	mijn	-5.61471	5.61471	4.32168	49
van	mijn	zus	-8.41915	8.41915	9.66073	342.308
mijn	zus	die	-6.10852	6.10852	5.31366	69
zus	die	een	-3.58496	3.58496	4.25163	12
die	een	heftige	-16.7001	16.7001	10.5672	106472
een	heftige	psychose	-18.5889	18.5889	6.07001	394296
heftige	psychose	had	-7.50779	7.50779	4.9969	182
psychose	had	is	-6.31192	6.31192	0	79.4472
had	is	beter	-11.4332	11.4332	4.32486	2765.28
_	_	Ik	-4.93145	4.93145	8.87044	30.5151
_	Ik	keek	-7.07714	7.07714	6.50583	135.03
Ik	keek	naar	-3.13303	3.13303	3.68007	8.77273
keek	naar	mijn	-6.24793	6.24793	3.03043	76
naar	mijn	broer	-9.63979	9.63979	6.11113	797.75
mijn	broer	die	-5.75489	5.75489	6.31395	54
broer	die	de	-5.67243	5.67243	5.3439	51
die	de	grote	-8.37651	8.37651	11.2996	332.338
de	grote	takken	-13.0713	13.0713	9.8056	8607
grote	takken	voor	-7.05463	7.05463	2.25163	132.94
takken	voor	het	-5.47942	5.47942	2	44.6138
voor	het	vuur	-11.8186	11.8186	10.1559	3612
het	vuur	gebruikte	-14.6538	14.6538	6.47599	25776.5
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	ervaren	-13.3042	13.3042	12.4321	10115.2
De	ervaren	agent	-15.2678	15.2678	3.43094	39451.3
ervaren	agent	die	-7.08274	7.08274	0	135.556
agent	die	daar	-9.95936	9.95936	3.30843	995.559
die	daar	liep	-13.4864	13.4864	7.41822	11476.4
daar	liep	heeft	-8.20096	8.20096	3.32486	294.262
liep	heeft	de	-3.61721	3.61721	8.33438	12.2713
heeft	de	bange	-18.5118	18.5118	9.93112	373760
de	bange	toerist	-16.9546	16.9546	3.80776	127012
bange	toerist	gered	-15.2853	15.2853	5.7417	39934.3
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	ervaren	-13.3042	13.3042	12.4321	10115.2
De	ervaren	makelaars	-18.947	18.947	3.43094	505365
ervaren	makelaars	die	-6.14975	6.14975	5.13349	71
makelaars	die	de	-4.48102	4.48102	1	22.3316
die	de	nieuwe	-7.75307	7.75307	11.2996	215.728
de	nieuwe	kopers	-13.5222	13.5222	10.4752	11765
nieuwe	kopers	rondleiden	-22.0967	22.0967	1.5	4.49E+06
kopers	rondleiden	zijn	-6.94949	6.94949	2.8994	123.596
rondleiden	zijn	gehaaid	-21.8488	21.8488	9.84065	3.78E+06
_	_	Ik	-4.93145	4.93145	8.87044	30.5151
_	Ik	nam	-10.0103	10.0103	6.50583	1031.35
Ik	nam	een	-3.34395	3.34395	5.10393	10.1538
nam	een	lekker	-12.7146	12.7146	6.60028	6721.79
een	lekker	biertje	-5.59495	5.59495	7.50457	48.3333
lekker	biertje	dat	-6.51534	6.51534	3.68354	91.4769
biertje	dat	gemaakt	-11.1977	11.1977	0.918296	2348.84
dat	gemaakt	was	-4.91886	4.91886	1.79735	30.25
gemaakt	was	van	-3.56071	3.56071	3.79587	11.8
was	van	gerst	-19.6704	19.6704	6.39219	834440
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	oudere	-11.2832	11.2832	12.4321	2492.14
De	oudere	broer	-2.62619	2.62619	4.37388	6.17391
oudere	broer	van	-1.97797	1.97797	4.64474	3.93939
broer	van	de	-2.08958	2.08958	5.24705	4.25625
van	de	eigenaar	-11.4327	11.4327	13.0134	2764.24
de	eigenaar	die	-7.38046	7.38046	5.14144	166.625
eigenaar	die	de	-3.32193	3.32193	4.28173	10
die	de	eerste	-6.97125	6.97125	11.2996	125.474
de	eerste	bezoekers	-12.1575	12.1575	9.05765	4568.33
eerste	bezoekers	ontving	-15.8547	15.8547	3.12193	59258.4
bezoekers	ontving	knipoogde	-22.7748	22.7748	5.54069	7.18E+06
_	_	Mijn	-8.49924	8.49924	8.87044	361.847
